"Room","Building","Weekday","Availability","Effective Start Date","Effective End Date","Status","Capacity","Type","Features","Online Room","Hide in Scheduling","Notes"
"MH240","MAIN_HALL","Wednesday","8:00AM-8:30AM","","","Active","30","classroom","Air Conditioner, Carpet, Dobbs Ferry Classroom, Furniture - Individual Desks, Furniture - Instructor's Podium, Furniture - Instructor's Table, Furniture - Seating (triangular desks), Furniture - Whiteboard, Receptacles/Power Outlets, Shades/Blinds (basic), Technology - AV technology Space, Technology - Level 2, Technology - Projector (Interactive Touch Technology), Technology - Speakers, Telephone (standard), Unit Ventilator","false","false",""
"MH240","MAIN_HALL","Wednesday","9:50AM-10:05AM","","","Active","30","classroom","Air Conditioner, Carpet, Dobbs Ferry Classroom, Furniture - Individual Desks, Furniture - Instructor's Podium, Furniture - Instructor's Table, Furniture - Seating (triangular desks), Furniture - Whiteboard, Receptacles/Power Outlets, Shades/Blinds (basic), Technology - AV technology Space, Technology - Level 2, Technology - Projector (Interactive Touch Technology), Technology - Speakers, Telephone (standard), Unit Ventilator","false","false",""
"MH240","MAIN_HALL","Wednesday","11:25AM-11:40AM","","","Active","30","classroom","Air Conditioner, Carpet, Dobbs Ferry Classroom, Furniture - Individual Desks, Furniture - Instructor's Podium, Furniture - Instructor's Table, Furniture - Seating (triangular desks), Furniture - Whiteboard, Receptacles/Power Outlets, Shades/Blinds (basic), Technology - AV technology Space, Technology - Level 2, Technology - Projector (Interactive Touch Technology), Technology - Speakers, Telephone (standard), Unit Ventilator","false","false",""
"MH240","MAIN_HALL","Wednesday","1:00PM-1:15PM","","","Active","30","classroom","Air Conditioner, Carpet, Dobbs Ferry Classroom, Furniture - Individual Desks, Furniture - Instructor's Podium, Furniture - Instructor's Table, Furniture - Seating (triangular desks), Furniture - Whiteboard, Receptacles/Power Outlets, Shades/Blinds (basic), Technology - AV technology Space, Technology - Level 2, Technology - Projector (Interactive Touch Technology), Technology - Speakers, Telephone (standard), Unit Ventilator","false","false",""
"MH240","MAIN_HALL","Wednesday","2:30PM-2:50PM","","","Active","30","classroom","Air Conditioner, Carpet, Dobbs Ferry Classroom, Furniture - Individual Desks, Furniture - Instructor's Podium, Furniture - Instructor's Table, Furniture - Seating (triangular desks), Furniture - Whiteboard, Receptacles/Power Outlets, Shades/Blinds (basic), Technology - AV technology Space, Technology - Level 2, Technology - Projector (Interactive Touch Technology), Technology - Speakers, Telephone (standard), Unit Ventilator","false","false",""
"MH240","MAIN_HALL","Wednesday","5:40PM-6:15PM","","","Active","30","classroom","Air Conditioner, Carpet, Dobbs Ferry Classroom, Furniture - Individual Desks, Furniture - Instructor's Podium, Furniture - Instructor's Table, Furniture - Seating (triangular desks), Furniture - Whiteboard, Receptacles/Power Outlets, Shades/Blinds (basic), Technology - AV technology Space, Technology - Level 2, Technology - Projector (Interactive Touch Technology), Technology - Speakers, Telephone (standard), Unit Ventilator","false","false",""
"MH240","MAIN_HALL","Wednesday","9:05PM-10:00PM","","","Active","30","classroom","Air Conditioner, Carpet, Dobbs Ferry Classroom, Furniture - Individual Desks, Furniture - Instructor's Podium, Furniture - Instructor's Table, Furniture - Seating (triangular desks), Furniture - Whiteboard, Receptacles/Power Outlets, Shades/Blinds (basic), Technology - AV technology Space, Technology - Level 2, Technology - Projector (Interactive Touch Technology), Technology - Speakers, Telephone (standard), Unit Ventilator","false","false",""
"MH240","MAIN_HALL","Thursday","8:00AM-11:40AM","","","Active","30","classroom","Air Conditioner, Carpet, Dobbs Ferry Classroom, Furniture - Individual Desks, Furniture - Instructor's Podium, Furniture - Instructor's Table, Furniture - Seating (triangular desks), Furniture - Whiteboard, Receptacles/Power Outlets, Shades/Blinds (basic), Technology - AV technology Space, Technology - Level 2, Technology - Projector (Interactive Touch Technology), Technology - Speakers, Telephone (standard), Unit Ventilator","false","false",""
"MH240","MAIN_HALL","Thursday","2:30PM-2:50PM","","","Active","30","classroom","Air Conditioner, Carpet, Dobbs Ferry Classroom, Furniture - Individual Desks, Furniture - Instructor's Podium, Furniture - Instructor's Table, Furniture - Seating (triangular desks), Furniture - Whiteboard, Receptacles/Power Outlets, Shades/Blinds (basic), Technology - AV technology Space, Technology - Level 2, Technology - Projector (Interactive Touch Technology), Technology - Speakers, Telephone (standard), Unit Ventilator","false","false",""
"MH240","MAIN_HALL","Thursday","4:10PM-10:00PM","","","Active","30","classroom","Air Conditioner, Carpet, Dobbs Ferry Classroom, Furniture - Individual Desks, Furniture - Instructor's Podium, Furniture - Instructor's Table, Furniture - Seating (triangular desks), Furniture - Whiteboard, Receptacles/Power Outlets, Shades/Blinds (basic), Technology - AV technology Space, Technology - Level 2, Technology - Projector (Interactive Touch Technology), Technology - Speakers, Telephone (standard), Unit Ventilator","false","false",""
"MH240","MAIN_HALL","Friday","8:00AM-10:00PM","","","Active","30","classroom","Air Conditioner, Carpet, Dobbs Ferry Classroom, Furniture - Individual Desks, Furniture - Instructor's Podium, Furniture - Instructor's Table, Furniture - Seating (triangular desks), Furniture - Whiteboard, Receptacles/Power Outlets, Shades/Blinds (basic), Technology - AV technology Space, Technology - Level 2, Technology - Projector (Interactive Touch Technology), Technology - Speakers, Telephone (standard), Unit Ventilator","false","false",""
"MH240","MAIN_HALL","Saturday","8:00AM-10:00PM","","","Active","30","classroom","Air Conditioner, Carpet, Dobbs Ferry Classroom, Furniture - Individual Desks, Furniture - Instructor's Podium, Furniture - Instructor's Table, Furniture - Seating (triangular desks), Furniture - Whiteboard, Receptacles/Power Outlets, Shades/Blinds (basic), Technology - AV technology Space, Technology - Level 2, Technology - Projector (Interactive Touch Technology), Technology - Speakers, Telephone (standard), Unit Ventilator","false","false",""
"MH241","MAIN_HALL","Sunday","8:00AM-10:00PM","","","Active","30","classroom","Air Conditioner, Bulletin Board, Carpet, Dobbs Ferry Classroom, Furniture - Cabinets, Furniture - Instructor's Podium, Furniture - Instructor's Table, Furniture - Table (Shared Long Tables), Furniture - Whiteboard, Receptacles/Power Outlets, Shades/Blinds (basic), Sink, Technology - AV technology Space, Technology - Level 2, Technology - Projector (basic), Technology - Projector Screen, Technology - Speakers, Unit Ventilator","false","false",""
"MH241","MAIN_HALL","Monday","8:00AM-8:30AM","","","Active","30","classroom","Air Conditioner, Bulletin Board, Carpet, Dobbs Ferry Classroom, Furniture - Cabinets, Furniture - Instructor's Podium, Furniture - Instructor's Table, Furniture - Table (Shared Long Tables), Furniture - Whiteboard, Receptacles/Power Outlets, Shades/Blinds (basic), Sink, Technology - AV technology Space, Technology - Level 2, Technology - Projector (basic), Technology - Projector Screen, Technology - Speakers, Unit Ventilator","false","false",""
"MH241","MAIN_HALL","Monday","11:20AM-11:40AM","","","Active","30","classroom","Air Conditioner, Bulletin Board, Carpet, Dobbs Ferry Classroom, Furniture - Cabinets, Furniture - Instructor's Podium, Furniture - Instructor's Table, Furniture - Table (Shared Long Tables), Furniture - Whiteboard, Receptacles/Power Outlets, Shades/Blinds (basic), Sink, Technology - AV technology Space, Technology - Level 2, Technology - Projector (basic), Technology - Projector Screen, Technology - Speakers, Unit Ventilator","false","false",""
"MH241","MAIN_HALL","Monday","2:30PM-2:50PM","","","Active","30","classroom","Air Conditioner, Bulletin Board, Carpet, Dobbs Ferry Classroom, Furniture - Cabinets, Furniture - Instructor's Podium, Furniture - Instructor's Table, Furniture - Table (Shared Long Tables), Furniture - Whiteboard, Receptacles/Power Outlets, Shades/Blinds (basic), Sink, Technology - AV technology Space, Technology - Level 2, Technology - Projector (basic), Technology - Projector Screen, Technology - Speakers, Unit Ventilator","false","false",""
"MH241","MAIN_HALL","Monday","4:10PM-4:20PM","","","Active","30","classroom","Air Conditioner, Bulletin Board, Carpet, Dobbs Ferry Classroom, Furniture - Cabinets, Furniture - Instructor's Podium, Furniture - Instructor's Table, Furniture - Table (Shared Long Tables), Furniture - Whiteboard, Receptacles/Power Outlets, Shades/Blinds (basic), Sink, Technology - AV technology Space, Technology - Level 2, Technology - Projector (basic), Technology - Projector Screen, Technology - Speakers, Unit Ventilator","false","false",""
"MH241","MAIN_HALL","Monday","5:40PM-10:00PM","","","Active","30","classroom","Air Conditioner, Bulletin Board, Carpet, Dobbs Ferry Classroom, Furniture - Cabinets, Furniture - Instructor's Podium, Furniture - Instructor's Table, Furniture - Table (Shared Long Tables), Furniture - Whiteboard, Receptacles/Power Outlets, Shades/Blinds (basic), Sink, Technology - AV technology Space, Technology - Level 2, Technology - Projector (basic), Technology - Projector Screen, Technology - Speakers, Unit Ventilator","false","false",""
"MH241","MAIN_HALL","Tuesday","8:00AM-11:40AM","","","Active","30","classroom","Air Conditioner, Bulletin Board, Carpet, Dobbs Ferry Classroom, Furniture - Cabinets, Furniture - Instructor's Podium, Furniture - Instructor's Table, Furniture - Table (Shared Long Tables), Furniture - Whiteboard, Receptacles/Power Outlets, Shades/Blinds (basic), Sink, Technology - AV technology Space, Technology - Level 2, Technology - Projector (basic), Technology - Projector Screen, Technology - Speakers, Unit Ventilator","false","false",""
"MH241","MAIN_HALL","Tuesday","1:00PM-1:15PM","","","Active","30","classroom","Air Conditioner, Bulletin Board, Carpet, Dobbs Ferry Classroom, Furniture - Cabinets, Furniture - Instructor's Podium, Furniture - Instructor's Table, Furniture - Table (Shared Long Tables), Furniture - Whiteboard, Receptacles/Power Outlets, Shades/Blinds (basic), Sink, Technology - AV technology Space, Technology - Level 2, Technology - Projector (basic), Technology - Projector Screen, Technology - Speakers, Unit Ventilator","false","false",""
"MH241","MAIN_HALL","Tuesday","2:30PM-2:50PM","","","Active","30","classroom","Air Conditioner, Bulletin Board, Carpet, Dobbs Ferry Classroom, Furniture - Cabinets, Furniture - Instructor's Podium, Furniture - Instructor's Table, Furniture - Table (Shared Long Tables), Furniture - Whiteboard, Receptacles/Power Outlets, Shades/Blinds (basic), Sink, Technology - AV technology Space, Technology - Level 2, Technology - Projector (basic), Technology - Projector Screen, Technology - Speakers, Unit Ventilator","false","false",""
"MH241","MAIN_HALL","Tuesday","5:40PM-10:00PM","","","Active","30","classroom","Air Conditioner, Bulletin Board, Carpet, Dobbs Ferry Classroom, Furniture - Cabinets, Furniture - Instructor's Podium, Furniture - Instructor's Table, Furniture - Table (Shared Long Tables), Furniture - Whiteboard, Receptacles/Power Outlets, Shades/Blinds (basic), Sink, Technology - AV technology Space, Technology - Level 2, Technology - Projector (basic), Technology - Projector Screen, Technology - Speakers, Unit Ventilator","false","false",""
"MH241","MAIN_HALL","Wednesday","8:00AM-10:05AM","","","Active","30","classroom","Air Conditioner, Bulletin Board, Carpet, Dobbs Ferry Classroom, Furniture - Cabinets, Furniture - Instructor's Podium, Furniture - Instructor's Table, Furniture - Table (Shared Long Tables), Furniture - Whiteboard, Receptacles/Power Outlets, Shades/Blinds (basic), Sink, Technology - AV technology Space, Technology - Level 2, Technology - Projector (basic), Technology - Projector Screen, Technology - Speakers, Unit Ventilator","false","false",""
"MH241","MAIN_HALL","Wednesday","11:25AM-11:40AM","","","Active","30","classroom","Air Conditioner, Bulletin Board, Carpet, Dobbs Ferry Classroom, Furniture - Cabinets, Furniture - Instructor's Podium, Furniture - Instructor's Table, Furniture - Table (Shared Long Tables), Furniture - Whiteboard, Receptacles/Power Outlets, Shades/Blinds (basic), Sink, Technology - AV technology Space, Technology - Level 2, Technology - Projector (basic), Technology - Projector Screen, Technology - Speakers, Unit Ventilator","false","false",""
"MH241","MAIN_HALL","Wednesday","1:10PM-1:15PM","","","Active","30","classroom","Air Conditioner, Bulletin Board, Carpet, Dobbs Ferry Classroom, Furniture - Cabinets, Furniture - Instructor's Podium, Furniture - Instructor's Table, Furniture - Table (Shared Long Tables), Furniture - Whiteboard, Receptacles/Power Outlets, Shades/Blinds (basic), Sink, Technology - AV technology Space, Technology - Level 2, Technology - Projector (basic), Technology - Projector Screen, Technology - Speakers, Unit Ventilator","false","false",""
"MH241","MAIN_HALL","Wednesday","2:35PM-2:50PM","","","Active","30","classroom","Air Conditioner, Bulletin Board, Carpet, Dobbs Ferry Classroom, Furniture - Cabinets, Furniture - Instructor's Podium, Furniture - Instructor's Table, Furniture - Table (Shared Long Tables), Furniture - Whiteboard, Receptacles/Power Outlets, Shades/Blinds (basic), Sink, Technology - AV technology Space, Technology - Level 2, Technology - Projector (basic), Technology - Projector Screen, Technology - Speakers, Unit Ventilator","false","false",""
"MH241","MAIN_HALL","Wednesday","4:10PM-4:20PM","","","Active","30","classroom","Air Conditioner, Bulletin Board, Carpet, Dobbs Ferry Classroom, Furniture - Cabinets, Furniture - Instructor's Podium, Furniture - Instructor's Table, Furniture - Table (Shared Long Tables), Furniture - Whiteboard, Receptacles/Power Outlets, Shades/Blinds (basic), Sink, Technology - AV technology Space, Technology - Level 2, Technology - Projector (basic), Technology - Projector Screen, Technology - Speakers, Unit Ventilator","false","false",""
"MH241","MAIN_HALL","Wednesday","5:40PM-6:00PM","","","Active","30","classroom","Air Conditioner, Bulletin Board, Carpet, Dobbs Ferry Classroom, Furniture - Cabinets, Furniture - Instructor's Podium, Furniture - Instructor's Table, Furniture - Table (Shared Long Tables), Furniture - Whiteboard, Receptacles/Power Outlets, Shades/Blinds (basic), Sink, Technology - AV technology Space, Technology - Level 2, Technology - Projector (basic), Technology - Projector Screen, Technology - Speakers, Unit Ventilator","false","false",""
"MH241","MAIN_HALL","Wednesday","7:50PM-10:00PM","","","Active","30","classroom","Air Conditioner, Bulletin Board, Carpet, Dobbs Ferry Classroom, Furniture - Cabinets, Furniture - Instructor's Podium, Furniture - Instructor's Table, Furniture - Table (Shared Long Tables), Furniture - Whiteboard, Receptacles/Power Outlets, Shades/Blinds (basic), Sink, Technology - AV technology Space, Technology - Level 2, Technology - Projector (basic), Technology - Projector Screen, Technology - Speakers, Unit Ventilator","false","false",""
"MH241","MAIN_HALL","Thursday","8:00AM-10:05AM","","","Active","30","classroom","Air Conditioner, Bulletin Board, Carpet, Dobbs Ferry Classroom, Furniture - Cabinets, Furniture - Instructor's Podium, Furniture - Instructor's Table, Furniture - Table (Shared Long Tables), Furniture - Whiteboard, Receptacles/Power Outlets, Shades/Blinds (basic), Sink, Technology - AV technology Space, Technology - Level 2, Technology - Projector (basic), Technology - Projector Screen, Technology - Speakers, Unit Ventilator","false","false",""
"MH241","MAIN_HALL","Thursday","11:25AM-11:40AM","","","Active","30","classroom","Air Conditioner, Bulletin Board, Carpet, Dobbs Ferry Classroom, Furniture - Cabinets, Furniture - Instructor's Podium, Furniture - Instructor's Table, Furniture - Table (Shared Long Tables), Furniture - Whiteboard, Receptacles/Power Outlets, Shades/Blinds (basic), Sink, Technology - AV technology Space, Technology - Level 2, Technology - Projector (basic), Technology - Projector Screen, Technology - Speakers, Unit Ventilator","false","false",""
"MH241","MAIN_HALL","Thursday","1:00PM-1:15PM","","","Active","30","classroom","Air Conditioner, Bulletin Board, Carpet, Dobbs Ferry Classroom, Furniture - Cabinets, Furniture - Instructor's Podium, Furniture - Instructor's Table, Furniture - Table (Shared Long Tables), Furniture - Whiteboard, Receptacles/Power Outlets, Shades/Blinds (basic), Sink, Technology - AV technology Space, Technology - Level 2, Technology - Projector (basic), Technology - Projector Screen, Technology - Speakers, Unit Ventilator","false","false",""
"MH241","MAIN_HALL","Thursday","2:30PM-2:50PM","","","Active","30","classroom","Air Conditioner, Bulletin Board, Carpet, Dobbs Ferry Classroom, Furniture - Cabinets, Furniture - Instructor's Podium, Furniture - Instructor's Table, Furniture - Table (Shared Long Tables), Furniture - Whiteboard, Receptacles/Power Outlets, Shades/Blinds (basic), Sink, Technology - AV technology Space, Technology - Level 2, Technology - Projector (basic), Technology - Projector Screen, Technology - Speakers, Unit Ventilator","false","false",""
"MH241","MAIN_HALL","Thursday","5:40PM-10:00PM","","","Active","30","classroom","Air Conditioner, Bulletin Board, Carpet, Dobbs Ferry Classroom, Furniture - Cabinets, Furniture - Instructor's Podium, Furniture - Instructor's Table, Furniture - Table (Shared Long Tables), Furniture - Whiteboard, Receptacles/Power Outlets, Shades/Blinds (basic), Sink, Technology - AV technology Space, Technology - Level 2, Technology - Projector (basic), Technology - Projector Screen, Technology - Speakers, Unit Ventilator","false","false",""
"MH241","MAIN_HALL","Friday","8:00AM-11:40AM","","","Active","30","classroom","Air Conditioner, Bulletin Board, Carpet, Dobbs Ferry Classroom, Furniture - Cabinets, Furniture - Instructor's Podium, Furniture - Instructor's Table, Furniture - Table (Shared Long Tables), Furniture - Whiteboard, Receptacles/Power Outlets, Shades/Blinds (basic), Sink, Technology - AV technology Space, Technology - Level 2, Technology - Projector (basic), Technology - Projector Screen, Technology - Speakers, Unit Ventilator","false","false",""
"MH241","MAIN_HALL","Friday","2:30PM-10:00PM","","","Active","30","classroom","Air Conditioner, Bulletin Board, Carpet, Dobbs Ferry Classroom, Furniture - Cabinets, Furniture - Instructor's Podium, Furniture - Instructor's Table, Furniture - Table (Shared Long Tables), Furniture - Whiteboard, Receptacles/Power Outlets, Shades/Blinds (basic), Sink, Technology - AV technology Space, Technology - Level 2, Technology - Projector (basic), Technology - Projector Screen, Technology - Speakers, Unit Ventilator","false","false",""
"MH241","MAIN_HALL","Saturday","8:00AM-10:00PM","","","Active","30","classroom","Air Conditioner, Bulletin Board, Carpet, Dobbs Ferry Classroom, Furniture - Cabinets, Furniture - Instructor's Podium, Furniture - Instructor's Table, Furniture - Table (Shared Long Tables), Furniture - Whiteboard, Receptacles/Power Outlets, Shades/Blinds (basic), Sink, Technology - AV technology Space, Technology - Level 2, Technology - Projector (basic), Technology - Projector Screen, Technology - Speakers, Unit Ventilator","false","false",""
"MH242","MAIN_HALL","Sunday","8:00AM-10:00PM","","","Active","35","classroom","Air Conditioner, Carpet, Dobbs Ferry Classroom, Furniture - Individual Desks, Furniture - Instructor's Podium, Furniture - Instructor's Table, Furniture - Seating (triangular desks), Furniture - Whiteboard, Paper Towel Dispenser, Receptacles/Power Outlets, Shades/Blinds (basic), Technology - AV technology Space, Technology - Level 2, Technology - Projector (basic), Technology - Projector Screen, Technology - Speakers, Unit Ventilator","false","false",""
"MH242","MAIN_HALL","Monday","8:00AM-10:05AM","","","Active","35","classroom","Air Conditioner, Carpet, Dobbs Ferry Classroom, Furniture - Individual Desks, Furniture - Instructor's Podium, Furniture - Instructor's Table, Furniture - Seating (triangular desks), Furniture - Whiteboard, Paper Towel Dispenser, Receptacles/Power Outlets, Shades/Blinds (basic), Technology - AV technology Space, Technology - Level 2, Technology - Projector (basic), Technology - Projector Screen, Technology - Speakers, Unit Ventilator","false","false",""
"MH242","MAIN_HALL","Monday","11:55AM-1:15PM","","","Active","35","classroom","Air Conditioner, Carpet, Dobbs Ferry Classroom, Furniture - Individual Desks, Furniture - Instructor's Podium, Furniture - Instructor's Table, Furniture - Seating (triangular desks), Furniture - Whiteboard, Paper Towel Dispenser, Receptacles/Power Outlets, Shades/Blinds (basic), Technology - AV technology Space, Technology - Level 2, Technology - Projector (basic), Technology - Projector Screen, Technology - Speakers, Unit Ventilator","false","false",""
"MH242","MAIN_HALL","Monday","3:05PM-5:50PM","","","Active","35","classroom","Air Conditioner, Carpet, Dobbs Ferry Classroom, Furniture - Individual Desks, Furniture - Instructor's Podium, Furniture - Instructor's Table, Furniture - Seating (triangular desks), Furniture - Whiteboard, Paper Towel Dispenser, Receptacles/Power Outlets, Shades/Blinds (basic), Technology - AV technology Space, Technology - Level 2, Technology - Projector (basic), Technology - Projector Screen, Technology - Speakers, Unit Ventilator","false","false",""
"MH242","MAIN_HALL","Monday","8:20PM-10:00PM","","","Active","35","classroom","Air Conditioner, Carpet, Dobbs Ferry Classroom, Furniture - Individual Desks, Furniture - Instructor's Podium, Furniture - Instructor's Table, Furniture - Seating (triangular desks), Furniture - Whiteboard, Paper Towel Dispenser, Receptacles/Power Outlets, Shades/Blinds (basic), Technology - AV technology Space, Technology - Level 2, Technology - Projector (basic), Technology - Projector Screen, Technology - Speakers, Unit Ventilator","false","false",""
"MH242","MAIN_HALL","Tuesday","8:00AM-8:30AM","","","Active","35","classroom","Air Conditioner, Carpet, Dobbs Ferry Classroom, Furniture - Individual Desks, Furniture - Instructor's Podium, Furniture - Instructor's Table, Furniture - Seating (triangular desks), Furniture - Whiteboard, Paper Towel Dispenser, Receptacles/Power Outlets, Shades/Blinds (basic), Technology - AV technology Space, Technology - Level 2, Technology - Projector (basic), Technology - Projector Screen, Technology - Speakers, Unit Ventilator","false","false",""
"MH242","MAIN_HALL","Tuesday","10:50AM-11:40AM","","","Active","35","classroom","Air Conditioner, Carpet, Dobbs Ferry Classroom, Furniture - Individual Desks, Furniture - Instructor's Podium, Furniture - Instructor's Table, Furniture - Seating (triangular desks), Furniture - Whiteboard, Paper Towel Dispenser, Receptacles/Power Outlets, Shades/Blinds (basic), Technology - AV technology Space, Technology - Level 2, Technology - Projector (basic), Technology - Projector Screen, Technology - Speakers, Unit Ventilator","false","false",""
"MH242","MAIN_HALL","Tuesday","1:00PM-1:15PM","","","Active","35","classroom","Air Conditioner, Carpet, Dobbs Ferry Classroom, Furniture - Individual Desks, Furniture - Instructor's Podium, Furniture - Instructor's Table, Furniture - Seating (triangular desks), Furniture - Whiteboard, Paper Towel Dispenser, Receptacles/Power Outlets, Shades/Blinds (basic), Technology - AV technology Space, Technology - Level 2, Technology - Projector (basic), Technology - Projector Screen, Technology - Speakers, Unit Ventilator","false","false",""
"MH242","MAIN_HALL","Tuesday","4:05PM-4:15PM","","","Active","35","classroom","Air Conditioner, Carpet, Dobbs Ferry Classroom, Furniture - Individual Desks, Furniture - Instructor's Podium, Furniture - Instructor's Table, Furniture - Seating (triangular desks), Furniture - Whiteboard, Paper Towel Dispenser, Receptacles/Power Outlets, Shades/Blinds (basic), Technology - AV technology Space, Technology - Level 2, Technology - Projector (basic), Technology - Projector Screen, Technology - Speakers, Unit Ventilator","false","false",""
"MH242","MAIN_HALL","Tuesday","7:05PM-10:00PM","","","Active","35","classroom","Air Conditioner, Carpet, Dobbs Ferry Classroom, Furniture - Individual Desks, Furniture - Instructor's Podium, Furniture - Instructor's Table, Furniture - Seating (triangular desks), Furniture - Whiteboard, Paper Towel Dispenser, Receptacles/Power Outlets, Shades/Blinds (basic), Technology - AV technology Space, Technology - Level 2, Technology - Projector (basic), Technology - Projector Screen, Technology - Speakers, Unit Ventilator","false","false",""
"MH242","MAIN_HALL","Wednesday","8:00AM-2:50PM","","","Active","35","classroom","Air Conditioner, Carpet, Dobbs Ferry Classroom, Furniture - Individual Desks, Furniture - Instructor's Podium, Furniture - Instructor's Table, Furniture - Seating (triangular desks), Furniture - Whiteboard, Paper Towel Dispenser, Receptacles/Power Outlets, Shades/Blinds (basic), Technology - AV technology Space, Technology - Level 2, Technology - Projector (basic), Technology - Projector Screen, Technology - Speakers, Unit Ventilator","false","false",""
"MH242","MAIN_HALL","Wednesday","5:40PM-5:50PM","","","Active","35","classroom","Air Conditioner, Carpet, Dobbs Ferry Classroom, Furniture - Individual Desks, Furniture - Instructor's Podium, Furniture - Instructor's Table, Furniture - Seating (triangular desks), Furniture - Whiteboard, Paper Towel Dispenser, Receptacles/Power Outlets, Shades/Blinds (basic), Technology - AV technology Space, Technology - Level 2, Technology - Projector (basic), Technology - Projector Screen, Technology - Speakers, Unit Ventilator","false","false",""
"MH242","MAIN_HALL","Wednesday","8:20PM-10:00PM","","","Active","35","classroom","Air Conditioner, Carpet, Dobbs Ferry Classroom, Furniture - Individual Desks, Furniture - Instructor's Podium, Furniture - Instructor's Table, Furniture - Seating (triangular desks), Furniture - Whiteboard, Paper Towel Dispenser, Receptacles/Power Outlets, Shades/Blinds (basic), Technology - AV technology Space, Technology - Level 2, Technology - Projector (basic), Technology - Projector Screen, Technology - Speakers, Unit Ventilator","false","false",""
"MH242","MAIN_HALL","Thursday","8:00AM-8:30AM","","","Active","35","classroom","Air Conditioner, Carpet, Dobbs Ferry Classroom, Furniture - Individual Desks, Furniture - Instructor's Podium, Furniture - Instructor's Table, Furniture - Seating (triangular desks), Furniture - Whiteboard, Paper Towel Dispenser, Receptacles/Power Outlets, Shades/Blinds (basic), Technology - AV technology Space, Technology - Level 2, Technology - Projector (basic), Technology - Projector Screen, Technology - Speakers, Unit Ventilator","false","false",""
"MH242","MAIN_HALL","Thursday","10:50AM-11:40AM","","","Active","35","classroom","Air Conditioner, Carpet, Dobbs Ferry Classroom, Furniture - Individual Desks, Furniture - Instructor's Podium, Furniture - Instructor's Table, Furniture - Seating (triangular desks), Furniture - Whiteboard, Paper Towel Dispenser, Receptacles/Power Outlets, Shades/Blinds (basic), Technology - AV technology Space, Technology - Level 2, Technology - Projector (basic), Technology - Projector Screen, Technology - Speakers, Unit Ventilator","false","false",""
"MH242","MAIN_HALL","Thursday","1:00PM-10:00PM","","","Active","35","classroom","Air Conditioner, Carpet, Dobbs Ferry Classroom, Furniture - Individual Desks, Furniture - Instructor's Podium, Furniture - Instructor's Table, Furniture - Seating (triangular desks), Furniture - Whiteboard, Paper Towel Dispenser, Receptacles/Power Outlets, Shades/Blinds (basic), Technology - AV technology Space, Technology - Level 2, Technology - Projector (basic), Technology - Projector Screen, Technology - Speakers, Unit Ventilator","false","false",""
"MH242","MAIN_HALL","Friday","8:00AM-10:00PM","","","Active","35","classroom","Air Conditioner, Carpet, Dobbs Ferry Classroom, Furniture - Individual Desks, Furniture - Instructor's Podium, Furniture - Instructor's Table, Furniture - Seating (triangular desks), Furniture - Whiteboard, Paper Towel Dispenser, Receptacles/Power Outlets, Shades/Blinds (basic), Technology - AV technology Space, Technology - Level 2, Technology - Projector (basic), Technology - Projector Screen, Technology - Speakers, Unit Ventilator","false","false",""
"MH242","MAIN_HALL","Saturday","8:00AM-10:00PM","","","Active","35","classroom","Air Conditioner, Carpet, Dobbs Ferry Classroom, Furniture - Individual Desks, Furniture - Instructor's Podium, Furniture - Instructor's Table, Furniture - Seating (triangular desks), Furniture - Whiteboard, Paper Towel Dispenser, Receptacles/Power Outlets, Shades/Blinds (basic), Technology - AV technology Space, Technology - Level 2, Technology - Projector (basic), Technology - Projector Screen, Technology - Speakers, Unit Ventilator","false","false",""
"MH276","MAIN_HALL","Sunday","8:00AM-10:00PM","","","Active","15","classroom","Accent Wall, Furniture - Table (Shared Long Tables), Furniture - Whiteboard, Lab - Nursing, Receptacles/Power Outlets, Technology - Level 1, Technology - TV / DVD, Telephone (standard), Thermostat","false","true",""
"MH276","MAIN_HALL","Monday","8:00AM-10:00PM","","","Active","15","classroom","Accent Wall, Furniture - Table (Shared Long Tables), Furniture - Whiteboard, Lab - Nursing, Receptacles/Power Outlets, Technology - Level 1, Technology - TV / DVD, Telephone (standard), Thermostat","false","true",""
"MH276","MAIN_HALL","Tuesday","8:00AM-10:00PM","","","Active","15","classroom","Accent Wall, Furniture - Table (Shared Long Tables), Furniture - Whiteboard, Lab - Nursing, Receptacles/Power Outlets, Technology - Level 1, Technology - TV / DVD, Telephone (standard), Thermostat","false","true",""
"MH276","MAIN_HALL","Wednesday","8:00AM-10:00PM","","","Active","15","classroom","Accent Wall, Furniture - Table (Shared Long Tables), Furniture - Whiteboard, Lab - Nursing, Receptacles/Power Outlets, Technology - Level 1, Technology - TV / DVD, Telephone (standard), Thermostat","false","true",""
"MH276","MAIN_HALL","Thursday","8:00AM-10:00PM","","","Active","15","classroom","Accent Wall, Furniture - Table (Shared Long Tables), Furniture - Whiteboard, Lab - Nursing, Receptacles/Power Outlets, Technology - Level 1, Technology - TV / DVD, Telephone (standard), Thermostat","false","true",""
"MH276","MAIN_HALL","Friday","8:00AM-10:00PM","","","Active","15","classroom","Accent Wall, Furniture - Table (Shared Long Tables), Furniture - Whiteboard, Lab - Nursing, Receptacles/Power Outlets, Technology - Level 1, Technology - TV / DVD, Telephone (standard), Thermostat","false","true",""
